,URL,Property_Type,MLS/Listing_ID,Full_Street_Address,Neighborhood,ZipCode,Price,Description,Dishwasher,beds,Baths,Interior,Year_Built,Patio,Pool,Air_Conditioning,Garage_-_Attached,Water_View,New_Construction,Stucco,Brick,Pre-War,Courtyard,Wood_Heating,Frame,Gardens,Pets_Allowed,Stone,Garage,Concrete_Block,Central_Air_Conditioning,Private_Storage,Terrace,Aluminum_Siding,Cedar_Siding,Storage_Room,Washer_Dryer_Included,Concrete_Siding,Wood,Wooded,on_market_date,Exercise_Room,Half_Bath_(F),Vinyl_(F),Interior_Sq_Ft,Exterior_Acres,Address_Number,Street,Street_adj,last,second_last,second,address_addendum,apt_num
272,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3213523/214-43-27th-avenue-bayside-queens-ny-11360,Single Family Home,3213523,214-43 27th Avenue,Bayside,11360.0,2400000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormTHIS BEAUTIFUL HOME IS LOCATED IN LOCATED IN EXCLUSIVE BAYSIDE GABLES COMMUNITY. EACH ROOM HAS ITS OWN  THERMOSTAT. CENTRAL VACUUM, CENTRAL A.C., MASTER BEDROOM HAS A MASTER BATH ,JACUZZI AND WALK IN CLOSET. 2ND JACUZZI ON 2ND FLR. RADIANT HEAT THROUGHOUT THE HOUSE,  TOP OF THE LINE APPLIANCES.  LIVING ROOM FEATURES : CATHEDRAL CEILINGS, GAS BURNING FIREPLACE, AND OVERSIZED PICTURE WINDOW.  2 CAR HEATED GARAGE,LAWN SPRINKLER SYSTEM, REAR PATIO, CENTRAL STATION ALARM +  COMMUNITY SECURITY PATROL.",,4.0,4.0,"3,877 
				Sq Ft.",1950.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3877.0,0.14,214-43,27th Avenue,"['27TH', 'AVENUE']",AVENUE,27,AVENUE,,
273,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3204331/1666-1662-stephen-street-ridgewood-queens-ny-11385,Multi Family Townhouse,3204331,1666/1662 Stephen Street,Ridgewood,11385.0,2399000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormBuilding 16-62 and 16-66 being sold as a package deal, Total lot size combined 48/100 (4800 SF), 4 apartments (2 in the front building and 2 in the back building), Front building has office and warehouse/commercial space, close to transportation - L train subway and shopping",,10.0,4.0,,1930.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.11,1666/1662,Stephen Street,"['STEPHEN', 'STREET']",STREET,STEPHEN,STREET,,
274,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3239374/33-17-leavitt-street-flushing-queens-ny-11354,Multi Family Townhouse,3239374,33-17 Leavitt Street,Flushing,11354.0,2399000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormLocation Location Location!! Beautiful corner property, legal 4 families,just 15 years old brick building conveniently located in the heart of Flushing near transportation, park, and much more. Current monthly rental income of $11,000 with a finished basement. Lot 42*47, Building30.75*34.50, Taxes 19,349, Excellent investment property in great condition priced to sell.",,12.0,8.0,"4,243 
				Sq Ft.",2005.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4243.0,0.05,33-17,Leavitt Street,"['LEAVITT', 'STREET']",STREET,LEAVITT,STREET,,
275,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3213637/5-45-47th-road-hunters-point-queens-ny-11101,Multi Family Townhouse,3213637,5-45 47th Road,Hunters Point,11101.0,2398000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormPrime Development Opportunity In The Most Sought Out Section Of Long Island City/Hunters Point Area. . The Property Has 25x100 Lot with a Residential FAR 2 With The Potential Buildable Sqft Of 5000. Zoning M1-4/R6B. Steps From Public Transportation, with access to the E, M, 7, and G trains. The Property Is Currently Set Up As A Two Family And Will Be Delivered Vacant On Title.  First Floor 2 Br, Living and Dining Room, Eat in Kitchen, bathroom, 2nd Floor 2 Br, Lr/Dr,Bath, Finished Bsmt.",,4.0,2.0,,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.06,5-45,47th Road,"['47TH', 'ROAD']",ROAD,47,ROAD,,
276,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3238232/17-boulevard-whitestone-queens-ny-11357,Single Family Home,3238232,17 Boulevard,Whitestone,11357.0,2389000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormFabulous redone center hall colonial with breathtaking views.This three level home hosts a classic layout with a huge gourmet chefs kitchen w/center island dressed in carrara white marble & high end stainless appliances. Formal living room w/wood burning fireplace,dining room, family rm & generously sized bedrooms w/picture perfect bridge and water views. No expense spared and ready to move in.",,5.0,3.0,,1925.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.13,17,Boulevard,['BOULEVARD'],BOULEVARD,,,,
277,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3227825/252-50-brattle-ave-northeastern-queens-queens-ny-11362,Single Family Home,3227825,252-50 Brattle Ave,Northeastern Queens,11362.0,2388000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormRarely Available Majestic 1996 Rebuilt Mediterranean  Features 4 Bedrooms, 4.5 Baths Located In Prestigious Little Neck Hills. Elegance Abounds In The Exquisite Details And Finest Craftsmanship Throughout 5000 Sq Luxury Living Space. Grand Formal Dining Room w/Custom Build-ins Can Host Many Elegant Dinners. The Sundrenched Open concept Eat-in Kitchen w/Showcase Wall To Wall Windows Overlooking Secluded Backyard With A Huge Brick Patio, BBQ Area, And In-Ground Salt Water Swimming Pool. This Superb Residence Is Waiting For Your Arrival!",,4.0,4.0,"5,000 
				Sq Ft.",1935.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,5000.0,2.87,252-50,Brattle Ave,"['BRATTLE', 'AVE']",AVENUE,BRATTLE,AVE,,
278,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3249051/110-16-67th-road-forest-hills-queens-ny-11375,Single Family Home,3249051,110-16 67th Road,Forest Hills,11375.0,2388000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormBeautifully Designed Home in the Cord Meyer Section of Forest Hills, Enjoy Quiet Time in Your Living Room With a Fireplace, Serve Your Family and Friends in Your Inviting, Spacious Formal Dining Room, Spectacular Bright EIK, Many Cabinets, an Island, Granite Countertops that Wrap Around, High End Appliances, 4 Large Bedrooms with Wood Floors, 2 Bathrooms, Fabulous Upper Level Patio and A Backyard Perfect for Entertaining, Private Driveway. THIS HOME WON'T LAST LONG!",,4.0,3.0,,1950.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.11,110-16,67th Road,"['67TH', 'ROAD']",ROAD,67,ROAD,,
279,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3194563/2-26-149th-street-whitestone-queens-ny-11357,Single Family Home,3194563,2-26 149th Street,Whitestone,11357.0,2380000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormMajestic Colonial Only 16 Years Young! Located in Prime Whitestone Woods.1st Floor Offers a LR W/FPL, Banquet Sized FDR, Huge EIK w/ Cent Isle, Office, Den with Vaulted Ceiling, Maids Room,Full Bath and Laundry. The 2nd Floor Offers 4 Bedrooms 2 Baths.Master Suite W/ Balcony and 2 Walk In California Closets. Radiant Heat, CAC, Pavers, IG Heated Pool. 4000 Sqft of Luxury Down the Street From A Private Beach!",,5.0,4.0,"4,000 
				Sq Ft.",2003.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4000.0,0.15,2-26,149th Street,"['149TH', 'STREET']",STREET,149,STREET,,
280,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3213462/204-33-45th-road-northeastern-queens-queens-ny-11361,Multi Family Townhouse,3213462,204-33 45th Road,Northeastern Queens,11361.0,2360000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormOne of a kind craftmanship Smart Home ultra-extravagant  high-income producing  SD# 26 Brief 20-minute commute via LIRR to Manhattan! Fully custom-built and renovated in 2012, this stunning modern home features: 4600 sft of open luxury living space, sublime 8 beds, 4.5 baths of 4 multi-level steel beam construct., imported Thaso marble floor, open concept living room, expansive dining room that seamlessly transitions into a chic kitchen equipped w/ grand eat-in island, & chef-caliber appliances, radiant heat, central vac, steam shower, full high ceiling basement with separate entrance ... too much to list, perfect for family & guest entertainment!",,8.0,4.0,"5,000 
				Sq Ft.",2012.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,5000.0,0.16,204-33,45th Road,"['45TH', 'ROAD']",ROAD,45,ROAD,,
281,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3227967/108-28-68-drive-forest-hills-queens-ny-11375,Single Family Home,3227967,108-28 68 Drive,Forest Hills,11375.0,2350000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormNewly built Brick Mix Use Building of Legal Professional office (used as a doctor's office) with area of 2590 Sq.F and 2-Bedroom bright and sunny apartment with terrace.  50'x100' lot conveniently located in Cord Meyer, Forest Hills. Professional office includes Reception Area, large Waiting Room, 6 Exam Rooms, 2.5 Baths, 4 additional Rooms in Full Finished Basement with 10' ceilings and separate entrance. Long private driveway. Just half block to 108 St., minutes to E,F Express Trains and LIRR Rental income $142,800",,2.0,3.0,"3,550 
				Sq Ft.",2002.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3550.0,0.11,108-28,68 Drive,"['68', 'DRIVE']",DRIVE,68,DRIVE,,
282,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3244510/187-16-cambridge-road-jamaica-estates-queens-ny-11432,Single Family Home,3244510,187-16 Cambridge Road,Jamaica Estates,11432.0,2350000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormBrand new built contemporary home sitting on a 66x100 lot in prestigious Jamaica Estates. 5 bedrooms, 3.5 baths with large 2-person stand-u shower in Master bath.Hardwood floors and porcelain tiles throughout. Soundproof floors. Large soundproof and tempered windows.Fireplace, 2 balconies, Rooftop, Full open attic. 4 floors Elevator ready.Full open basement with high ceilings. Great location, close to Grand Central Parkway. School District 26. PS 178. Minutes away from Express buses and F train.",,5.0,3.0,"3,256 
				Sq Ft.",2019.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3256.0,0.15,187-16,Cambridge Road,"['CAMBRIDGE', 'ROAD']",ROAD,CAMBRIDGE,ROAD,,
283,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3251210/253-15-leeds-rd-northeastern-queens-queens-ny-11362,Single Family Home,3251210,253-15 Leeds Rd,Northeastern Queens,11362.0,2350000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormExquisite In Everyway, Breathtaking and Stunning Classic Style, South Facing Colonial Located In The Prestigious Little Neck Hills. This Beautiful Home Boasting a Dramatic Double Height Entry Foyer With Marble Floors Leading To A Gracious Living Room W/FP, A Formal Dining Room, Open Floor Plan With Custom Eat-In-Kitchen, And A Large Den. This perfectly Maintained Home Features 4 Large Bedrooms,  Master Bedroom With Balcony. Fabulous Finished Basement Perfect For Entertaining! Large Brick Patio Overlooking Manicured Propery.",,5.0,3.0,,1997.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.32,253-15,Leeds Rd,"['LEEDS', 'RD']",ROAD,LEEDS,RD,,
284,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3226179/150-18-sullivan-drive-whitestone-queens-ny-11357,Single Family Home,3226179,150-18 Sullivan Drive,Whitestone,11357.0,2350000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormNew Whitestone Development, The Bridges At Whitestone. Brick And Precast Stone Center Hall Colonials 5 Bedrooms, 4 Baths. Designed By Renowned Architect And Built By Award Winning Developer. High End Architectural Details Throughout, Hardwood Floors, Marble Entry, 9'8"" Ceilings On 1st Fl And Cathedral On 2nd Fl. Close Proximity To Major Highways, Airports, Nyc",,5.0,4.0,,2020.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.14,150-18,Sullivan Drive,"['SULLIVAN', 'DRIVE']",DRIVE,SULLIVAN,DRIVE,,
285,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3244561/52-04-redfield-street-douglaston-park-queens-ny-11362,Single Family Home,3244561,52-04 Redfield Street,Douglaston Park,11362.0,2344999.0,"Click for NYS Housing Discrimination Disclosure Notice & FormCustom-Designed Home with many unique features - 8 Bedroom, 3 Bath split- level ranch and adjacent lot (Total lot size is 65 X 115) located on a quiet street in  Douglaston Park. Enjoy breakfast in the sun room or on the balcony both overlooking the pool and hot tub. Custom teak flooring in the living room, dining and sun room, California ceilings and stone and mirror accents throughout the home. Spacious and charming yard with traditional plantings. Less than a mile to LIRR Douglaston Train Station and less than 2 blocks to the NYC Bus. Combination steam/Jacuzzi/shower in lower level bathroom. Alarm system and in-ground sprinklers. Jet Air cooktop. Highly sought Queens 26 school district.",,8.0,3.0,,1960.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.12,52-04,Redfield Street,"['REDFIELD', 'STREET']",STREET,REDFIELD,STREET,,
286,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3217752/2920-butler-street-east-elmhurst-queens-ny-11369,Single Family Home,3217752,2920 Butler Street,East Elmhurst,11369.0,2300000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormThis is a unique East Elmhurst opportunity. A large, detached suburban residence with a complimentary adjacent lot; the possibilities are endless. A beautiful one family home with colonial structure; four bedrooms with two additional large rooms with windows; Two full bathroom and one-half bath. A sunroom with eat-in kitchen; in addition to a large formal dining room; a stunning living room with regal fireplace; an accented ""reading room"" den area with stained glass windows throughout. Three garages with driveway. A 60' x 100' lot size; next to a vacant 20' x 100' lot size - R3X zoning. Sold AS-IS.",,4.0,2.0,"2,996 
				Sq Ft.",1920.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,0.0,2996.0,0.14,2920,Butler Street,"['BUTLER', 'STREET']",STREET,BUTLER,STREET,,
287,https://www.elliman.com/newyork/sales/detail/612-l-668-16_h6004773/25-81-31st-street-astoria-queens-ny-11102,,3217752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
288,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3252405/75-50-61-street-glendale-queens-ny-11385,Multi Family Townhouse,3252405,75-50 61 Street,Glendale,11385.0,2300000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormExcellent opportunity brand new 3 family everything up to code sprinkler system , handicap access , corner property detached 2 car garage featuring 8 bathrooms 7 /8 bedrooms hardwood floors throughout ,corner property bright and airy with lots of windows , 4 meters could easily be made 4 family .",,7.0,8.0,"3,300 
				Sq Ft.",1905.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3300.0,0.04,75-50,61 Street,"['61', 'STREET']",STREET,61,STREET,,
289,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3201663/address-not-available-forest-hills-queens-ny-11375,Single Family Home,3201663,Address Not Available,Forest Hills,11375.0,2299000.0,Click for NYS Housing Discrimination Disclosure Notice & FormBrick Colonial Home in the Luxurious neighborhood in Forest Hills. The grand entrance foyer leads to a gracious Living Room and a tasteful design dining area opens to a large eat-in kitchen with high-end stainless steel appliances and countertops. This beauty comes with a generous landing of 5 bedrooms and 3 full Baths. The basement offers a magnificent area that includes a playroom perfect for entertainment with friends and family plus an added feature of its huge backyard.,,5.0,2.0,"2,580 
				Sq Ft.",1950.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2580.0,0.09,Address,Not Available,"['NOT', 'AVAILABLE']",AVAILABLE,NOT,AVAILABLE,,
290,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3219690/68-65-110-st-forest-hills-queens-ny-11375,Single Family Home,3219690,68-65 110 St,Forest Hills,11375.0,2299000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormOne of a kind house in prime location of Forest Hills featuring 5 bed 4 bath, fully remodeled, heated floors, European kitchen, full finished basement, large backyard, school ps196, steps to Queens Blvd,shopping, schools, Malls , express trains, etc...",,5.0,3.0,,1935.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.11,68-65,110 St,"['110', 'ST']",STREET,110,ST,,
291,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3202643/125-09-101-ave-richmond-hill-queens-ny-11419,Multi Family Townhouse,3202643,125-09 101 Ave,Richmond Hill,11419.0,2299000.0,Click for NYS Housing Discrimination Disclosure Notice & FormTWO 5 FAMILIES....GREAT INVESTMENT OPPORTUNITY IN RICHMOND HILL. NEW CONSTRUCTION!!!!,,10.0,8.0,,2020.0,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.0,,0.05,125-09,101 Ave,"['101', 'AVE']",AVENUE,101,AVE,,
292,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3208584/88-29-163rd-street-jamaica-queens-ny-11432,Multi Family Townhouse,3208584,88-29 163rd Street,Jamaica,11432.0,2299000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormEXCELLENT DEVELOPMENT SITE.  Zoned R7A with a 4.60 FAR. Development options include multi family with Community Facility. This property is located in the Jamaica Development Zone, Transit Zone and Hillside Retail Hub. Minutes from Subway, Air Train, LIRR. Nearby thoroughfares include Hillside Avenue, Van Wyck Expressway, LIE. Minutes from JFK and LGA Airport. Purchaser can continue to collect rental income in excess of $4,000.00 during construction approval phase.",,5.0,2.0,,1910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.07,88-29,163rd Street,"['163RD', 'STREET']",STREET,163RD,STREET,,
293,https://www.elliman.com/newyorkcity/sales/detail/527-l-667-01_4067522/108-28-69th-avenue-forest-hills-queens-ny-11375,,3208584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
294,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3247483/1020-cypress-avenue-ridgewood-queens-ny-11385,Multi Family Townhouse,3247483,1020 Cypress Avenue,Ridgewood,11385.0,2290000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormInvestment property in the heart of Ridgewood NY, One block away from the L train, approximate 25 mins to Manhattan.",,6.0,2.0,,1931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,0.06,1020,Cypress Avenue,"['CYPRESS', 'AVENUE']",AVENUE,CYPRESS,AVENUE,,
295,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3229802/34-01-150th-place-flushing-queens-ny-11354,Multi Family Townhouse,3229802,34-01 150th Place,Flushing,11354.0,2288888.0,"Click for NYS Housing Discrimination Disclosure Notice & FormOver-Sized Detached 3 Family in Prime Of North Flushing. Built In 2007, Lot Size Is 52x90. Building Size is 27x64.3 Separate Meters. Low Tax $ 12,280. It Offers 3 Bedrooms, 2 Baths, Kitchen Lr & Sun Room on 2nd Floor. 2 Apartments of 2 Bedrooms, LR, Kitchen & 1 Bath On the 1 st Floor. 2 Apartments of Full Finished with Separate Entrance, Family room and 1/2 Bath. Steps Away To Murray Hill Lirr Station, Bus and Supermarkets Etc... Great for investment/Extended Family. Contact Now For Tour.",,7.0,4.0,"3,456 
				Sq Ft.",2007.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,3456.0,0.11,34-01,150th Place,"['150TH', 'PLACE']",PLACE,150,PLACE,,
296,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3199938/85-45-britton-avenue-elmhurst-queens-ny-11373,Multi Family Townhouse,3199938,85-45 Britton Avenue,Elmhurst,11373.0,2288000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormThe Building Has four floors. on the first floor is the after school. From 2 to 4th floor, each floor has 3 bedroom 2 bathroom. the subway is a block away. it is a good opportunity for an investor.",,9.0,6.0,,2004.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,0.03,85-45,Britton Avenue,"['BRITTON', 'AVENUE']",AVENUE,BRITTON,AVENUE,,
297,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3215798/29-42-215-place-bayside-queens-ny-11360,Single Family Home,3215798,29-42 215 Place,Bayside,11360.0,2288000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormStunning Brick Contemporary House located in Weeks Wooldland, Bayside. This home has about 7450sf lot size and 3600 sf interior space. First floor features a double-story entry foyer with custom wrought iron exterior door, formal living room, formal dining room, family room, Eat-In Kitchen w/granite counter-tops and custom cabinets paired with high-end appliances, a guest room and a full bath. Second Floor features Master suite with Master bath w/jacuzzi and walking closet, additional 3 bedrooms with 2 Full bath. And topped off with a full finished basement with theater room, recreational area, and a gym. Radiant Heat Floors, Central AC, Outdoor Pool and Much more! SD # 26.",,5.0,4.0,"3,600 
				Sq Ft.",2011.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3600.0,0.17,29-42,215 Place,"['215', 'PLACE']",PLACE,215,PLACE,,
298,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3238403/7317-woodside-avenue-elmhurst-queens-ny-11377,Multi Family Townhouse,3238403,7317 Woodside Avenue,Elmhurst,11377.0,2280000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormCorner mixed-use building consisting of ground floor commercial unit, two 1-bedroom apartments on the second floor, and fully finished basement storage. Currently, the whole building can be vacant before closing. Commercial spaces offer approximately 840 square feet, and the second is the same. The whole building is good and is move-in condition. Owner operating inc: $108k,(estimate commercial $6200/M, two 1-bedroom apartments $1400each/M, Owner operating Exp:$5k, Net operating Inc:$103k",,2.0,2.0,"1,218 
				Sq Ft.",1935.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1218.0,0.03,7317,Woodside Avenue,"['WOODSIDE', 'AVENUE']",AVENUE,WOODSIDE,AVENUE,,
299,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3253458/71-29-165th-st-hillcrest-queens-ny-11365,Multi Family Townhouse,3253458,71-29 165th St,Hillcrest,11365.0,2280000.0,Click for NYS Housing Discrimination Disclosure Notice & FormSpectacular over-sized (55 x 95) legal 2-family 4-Bedroom+4 Bedroom in quiet and convenient neighborhood. Top-of-the-line building materials. Gourmet center-isle kitchen. Granite counter-top and baths. Central-air system. Spanish tile roof. Long driveway and large patio. 1-block to Bus #65 to Flushing & #64 to Forest Hills subway and walk to Express bus stop to Manhattan and #46 bus to Kew Garden. Close to shops and parks.  Great for big family or investment.,,8.0,5.0,"3,100 
				Sq Ft.",2020.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3100.0,0.12,71-29,165th St,"['165TH', 'ST']",STREET,165,ST,,
300,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3227102/43-08-murray-st-flushing-queens-ny-11355,Multi Family Townhouse,3227102,43-08 Murray St,Flushing,11355.0,2280000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormStunning Huge Two Family Colonial In Prime Location Flushing Neighborhood. It Features Classic Contemporary Architectures, Impeccable Design, Duplex Large 4 bedrooms, And 3.5 Baths Over 3 Bedrooms And 2 Baths. Finished Huge Basement With Large Windows And Hign Ceilings. Only Absolutely Top  Quality Of Building Materials. Radiant Heated Floorings,  Double Spray Foam Insulations, Mahogany Wood Staircase..... Too Much To List !!",,7.0,6.0,,2018.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.09,43-08,Murray St,"['MURRAY', 'ST']",STREET,MURRAY,ST,,
301,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3193934/43-11-54-street-woodside-queens-ny-11377,Multi Family Townhouse,3193934,43-11 54 Street,Woodside,11377.0,2250000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormBrick FIVE FAMILY in Prime Location on the cusp of Woodside and Sunnyside - Close To All and Centrally Linked.  + This Unique Property Features 4 One bedroom apartments over a Two Bedroom Garden Apartment.  + Additionally includes a Spotless, Full Finished Basement that has its own exterior entrance.    **This Multi-Family brick is the epitome of TOP NOTCH PROPERTY.**   + Well kept both inside and outside.  + EXTRA EXTRA: The block the building rests on is 54th Street yet it feels secluded, quiet and peaceful.  Please feel free to get in touch immediately as opportunity awaits",,6.0,6.0,,1975.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.05,43-11,54 Street,"['54', 'STREET']",STREET,54,STREET,,
302,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3135892/64-23-cloverdale-boulevard-oakland-gardens-queens-ny-11364,Multi Family Townhouse,3135892,64-23 Cloverdale Boulevard,Oakland Gardens,11364.0,2250000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormBeautiful & Luxury super large two family. Cement &street Building, Each floor almost 1600 sqft. 3 suites over 3 suites w/ all Crystal Lamps. Enclosed kitchen & Formal Dinning room, Heating floor thru whole 1st floor & basement. Top Materials.",,6.0,7.0,,2015.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.11,64-23,Cloverdale Boulevard,"['CLOVERDALE', 'BOULEVARD']",BOULEVARD,CLOVERDALE,BOULEVARD,,
303,https://www.elliman.com/newyorkcity/sales/detail/612-l-789-16_3250259/94-19-71st-ave-forest-hills-queens-ny-11375,Multi Family Townhouse,3250259,94-19 71st Ave,Forest Hills,11375.0,2250000.0,Click for NYS Housing Discrimination Disclosure Notice & FormLarge corner 2 family house in a 60 x 100 detached lots,,5.0,2.0,,1930.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.14,94-19,71st Ave,"['71ST', 'AVE']",AVENUE,71ST,AVE,,
304,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3225790/45-35-41st-street-sunnyside-queens-ny-11104,Multi Family Townhouse,3225790,45-35 41st Street,Sunnyside,11104.0,2249000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormLarge Legal 5 Family Brick House in Excellent Location.1 Block to Queens Blvd and #7 Train Station. One Legal, Parking Spot in Rear of Building. Close to Schools ,Worship, Shopping and Transportation.",,11.0,6.0,"5,526 
				Sq Ft.",1928.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5526.0,0.06,45-35,41st Street,"['41ST', 'STREET']",STREET,41ST,STREET,,
305,https://www.elliman.com/newyorkcity/sales/detail/612-l-728-16_3226309/110-30-69-rd-forest-hills-queens-ny-11375,Single Family Home,3226309,110-30 69 Rd,Forest Hills,11375.0,2234000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormHUGE PROPERTY VERY LARGE HOUSE IN THE HEART OF FOREST HILLS  5 BED 4.5 BATH LARGE FULL BASEMENT , STEPS TO SUBWAY E.F. PS 196 QUEENS BLVD AND SO MUCH MORE",,5.0,4.0,,1925.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.14,110-30,69 Rd,"['69', 'RD']",ROAD,69,RD,,
